Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
IronFenceGateBlock;铁围栏门;Items;FenceGateBlockBehavior;120;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironfencegate;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;0;0;#;1;;0;40;40;0;1;3;TRUE;TRUE;1;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Quarry;8;1;;;;;58;1;铁栅栏门，通过点击它来开关。用铜线连接门就能在远处用开关控制。
StoneFenceBlock;石栅栏;Items;FenceBlockBehavior;121;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;stonefence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;TRUE;Quarry;8;1;;;;;1;1;石栅栏能封闭某一区域，防止动物走出和食肉动物的进入。石栅栏能作为支柱或家具部件。
BrickFenceBlock;砖围栏;Items;FenceBlockBehavior;122;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;brickfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;TRUE;Quarry;8;1;;;;;70;1;栅栏能封闭某一区域，防止动物走出和食肉动物的进入。栅栏能作为支柱或家具部件。
BasaltFenceBlock;玄武岩栅栏;Items;FenceBlockBehavior;123;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;brickfence;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;3;TRUE;TRUE;1;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;TRUE;Quarry;8;1;;;;;6;1;栅栏能封闭某一区域，防止动物走出和食肉动物的进入。栅栏能作为支柱或家具部件。
WoodenPostedSignBlock;木牌;Items;;124;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenpostedsign;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;3;;;TRUE;Hack;3;1;;;;;4;1;木牌可以包含多达4行的黑色或彩色文本。它们可以被固定在一个垂直的表面,放置在一个固定在地上,或吊在天花板上。一个信号可以作为一个互联网链接通过指定一个URL(网址只在冒险模式下工作)。当连接铜线,签署消息将显示在屏幕上电信号的前沿。使用\(反斜杠)继续消息在同一条线上。
WoodenAttachedSignBlock;木牌;Items;;125;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 45;woodenattachedsign;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;3;0;0;0;#WoodenPostedSignBlock;1;;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;3;;;TRUE;Hack;3;1;;;;;4;1;
IronPostedSignBlock;铁牌;Items;;126;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironpostedsign;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;1;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Quarry;3;1;;;;;63;1;铁牌可以包含多达4行的黑色或彩色文本。它们可以被固定在一个垂直的表面,放置在一个固定在地上,或吊在天花板上。一个信号可以作为一个互联网链接通过指定一个URL(网址只在冒险模式下工作)。当连接铜线,签署消息将显示在屏幕上电信号的前沿。使用\(反斜杠)继续消息在同一条线上。
IronAttachedSignBlock;铁牌;Items;;127;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 45;ironattachedsign;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;3;0;0;0;#IronPostedSignBlock;1;;0;40;40;0;1;3;FALSE;FALSE;1;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Quarry;3;1;;;;;63;1;
SmallGunpowderKegBlock;小火药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;128;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;smallgunpowderkeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;60;;TRUE;Hack;3;1;;;;;4;1;充有少量火药的木质容器，火药与顶部的保险丝相连，保险丝能用火和电点燃，具毁灭性冲击力，破坏除基岩外的所有方块并炸死在爆炸范围的任何生物，用雷管引爆会有一定的爆炸延迟。
MediumGunpowderKegBlock;中火药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;129;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;mediumgunpowderkeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;300;;TRUE;Hack;3;1;;;;;4;1;充有火药的木质容器，火药与顶部的保险丝相连，保险丝能用火和电点燃，具毁灭性冲击力，破坏除基岩外的所有方块并炸死在爆炸范围的任何生物，用雷管引爆会有一定的爆炸延迟。
LargeGunpowderKegBlock;大火药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;130;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;largegunpowderkeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;1500;;TRUE;Hack;3;1;;;;;4;1;充满火药的木质容器，火药与顶部的保险丝相连，保险丝能用火和电点燃，具毁灭性冲击力，破坏除基岩外的所有方块并炸死在爆炸范围的任何生物，用雷管引爆会有一定的爆炸延迟。
SmallIncendiaryKegBlock;小型易燃炸药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;131;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;smallincendiarykeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;50;TRUE;TRUE;Hack;3;1;;;;;4;1;炸药桶被加入新原料的产物，爆炸时传播可燃性碎片。不要在森林旁使用！
MediumIncendiaryKegBlock;中型易燃炸药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;132;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;mediumincendiarykeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;250;TRUE;TRUE;Hack;3;1;;;;;4;1;炸药桶被加入新原料的产物，爆炸时传播可燃性碎片。不要在森林旁使用！
LargeIncendiaryKegBlock;大型易燃炸药桶;Items;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;133;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;largeincendiarykeg;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;0;0;0;#;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;1250;TRUE;TRUE;Hack;3;1;;;;;4;1;炸药桶被加入新原料的产物，爆炸时传播可燃性碎片。不要在森林旁使用！
GravestoneBlock;墓碑;Items;;134;0,0.1,0;1, 1, 1;1.3;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;gravestone;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;TRUE;Quarry;6;1;;;;;1;1;墓碑标志着过去的居民在这片土地上最后的安息之地。
BoatBlock;船;Items;;135;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;boat;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;4;1;船能让你安全快速的跨越大型水域。将船放入水中，然后靠近并点击骑行按钮就能坐船。
FeatherBlock;羽毛;Items;;136;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;feather;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;1;1;;1;1;1;1;0.66;0.1;0;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;196;1;羽毛取自鸟类的尾巴，可以用来制作弓箭头。
StringBlock;绳子;Items;;137;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;string;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;1;1;;1;1;1;1;0.66;0.1;0;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;197;1;绳子可以由常春藤制得。
CanvasBlock;帆布;Items;;138;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;canvas;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0.1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;;;;;;;;;;;;213;1;帆布由棉花制成，可以加工制作服装。
CarpetBlock;地毯;Items;CarpetBlockBehavior;139;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;carpet;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;1;#;1;;0;40;40;1;1;0.5;FALSE;FALSE;1;5;Soft;1;1;1;1;0.66;0.1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;10;1;;;TRUE;Hack;2;1;;;;;38;1;地毯是一种装饰材料铺设在地板上。可以用油漆桶染色。
CampfireBlock;篝火;Items;CampfireBlockBehavior;140;0,-0.25,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;60, 90, 0;campfire;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;0;15;0;;1;;0;1;1;0;1;0.5;FALSE;FALSE;1;10;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;1;0;1;;;TRUE;Hack;2;1;;;;;62;1;篝火是很容易构造,提供热和光还能让捕食者远离我。你可以让它更大,用易燃物品,如树枝、树叶、木头块,木板等。
GunpowderBlock;火药;Items;ThrowableBlockBehavior;141;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;gunpowder;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;2;10;;1;1;1;1;0.66;1;1;;-1;TRUE;FALSE;FALSE;15;0.9;0.1;FALSE;0;;0;;60;;;;;1;;;;;225;1;火药是一种可以在无氧环境下燃烧的含氧储能物质。 如果你点燃火药， 它会释放出具有大量热量的气体。 在体积小的环境里点燃会发生毁灭性的爆炸， 例如装在桶中做成炸药。
PigmentBlock;白色颜料;Items;;142;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;pigment;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;;0;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;198;1;颜料可以把某些物品方块进行染色，还可以通过熔炉来改变颜料颜色
JackOLanternBlock;南瓜灯;Items;;143;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;jackolantern;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;0;8;0;#;1;;1;40;40;0;1;0.5;FALSE;FALSE;0;0;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;10;2;;;TRUE;Hack;1.5;0;;;;;102;1;万圣节时用南瓜雕刻成的南瓜灯。它会发出微弱的光。
MagnetBlock;磁铁;Items;;144;0,-0.25,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;60, 90, 0;magnet;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Quarry;4;1;;;;;63;1;磁铁会吸引指南针。别忘了将它置于你的家里！地上只能放置有限的磁铁。
FurBlock;毛皮;Items;;145;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;fur;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;60;1;毛皮可以通过杀死毛茸动物获得，有良好的绝缘性，非常适合做冬天的衣服。
LeatherBlock;皮革;Items;;146;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;leather;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;213;1;皮革能通过杀死熊获得。它是一种用途广泛的材料，能用作耐磨的防水织物。也用于制造马鞍。
SaddleBlock;鞍;Items;;147;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;saddle;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;213;1;鞍能用于骑马和其它动物。一匹马没有鞍会迅速摆脱骑手并逃跑。用皮革和木棍制成。
ChristmasTreeBlock;圣诞树;Items;;148;0,0,0;1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.6;0,0.12,0;0, 0, 0;christmastree;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;12;0;#SpruceLeavesBlock;3;;0;40;40;0;1;0.5;TRUE;TRUE;1;5;Plant;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;TRUE;Hack;3;0.5;;;;;132;1;圣诞节的必需品，圣诞树由云杉叶制成。
FurnitureBlock;家具;Items;FurnitureBlockBehavior;149;0,0,0;-1, 1, -1;1;0.5;0.5, -0.5, -0.6;0, 180, 0;0.6;0,0,0;0, 0, 0;furniture;-1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;0;15;0;#;1;;0;40;40;1;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;1;;;TRUE;Hack;3;1;;;;;4;1;家具包括不同种类的微小方块，使用锤子来制作。在工作台合成后可以和电路联用。
TreasureGeneratorBlock;宝藏发生器;Items;;150;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;treasuregenerator;-1;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;1;1;
ExperienceBlock;经验宝珠;Items;ThrowableBlockBehavior;151;0,0,0;0, 0, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;experience;0;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;TRUE;FALSE;FALSE;15;0.9;0;FALSE;0;;0;;;;;;;;;;;;234;1;收集来提升经验值
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ClothingBlock;衣服;Clothes;;153;0,0,0;-1, 1, -1;0.7;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.12,0;0, 0, 0;clothing;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;1;1;;1;1;1;1;0.66;1;1;;15;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;197;1;服装有防寒和防御作用。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EggBlock;蛋;Spawner Eggs;ThrowableBlockBehavior, EggBlockBehavior, RotBlockBehavior;155;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;egg;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;;;;12;40;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;0;0.66;0;1;;-1;TRUE;FALSE;FALSE;15;0.8;0.1;TRUE;0;;0;;;;;;;1;0.2;0.25;;100;15;0.75;蛋。鸟蛋是成年鸟下的蛋，如果仔细的话你能找到蛋并吃掉它。创造模式中非鸟蛋可用于产生其他动物。创造模式中把蛋扔在坚硬地面而粉碎，可以生成动物(某些珍惜动物例外)。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodenShovelBlock;木锹;Tools;;157;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;woodenshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;2;1.5;1.5;1.5;0.66;1;1;1;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;213;1;锹是用来挖掘的工具，它大大加快了挖掘速度，但最终还是会损坏，用更好的材料制成的锹耐久度更强同时挖得更快。
StoneShovelBlock;石锹;Tools;;158;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;stoneshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;3;1.5;1.5;1.5;0.66;1;2;1;80;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;229;1;锹是用来挖掘的工具，它大大加快了挖掘速度，但最终还是会损坏，用更好的材料制成的锹耐久度更强同时挖得更快。
CopperShovelBlock;铜锹;Tools;;159;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;coppershovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;3.5;1.5;1.5;1.5;0.66;1;3;1;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;216;1;锹是用来挖掘的工具，它大大加快了挖掘速度，但最终还是会损坏，用更好的材料制成的锹耐久度更强同时挖得更快。
IronShovelBlock;铁锹;Tools;;160;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;ironshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;4;1.5;1.5;1.5;0.66;1;3;1;240;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;216;1;锹是用来挖掘的工具，它大大加快了挖掘速度，但最终还是会损坏，用更好的材料制成的锹耐久度更强同时挖得更快。
DiamondShovelBlock;钻锹;Tools;;161;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;diamondshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;4.5;1.5;1.5;1.5;0.66;1;4;2;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;233;1;锹是用来挖掘的工具，它大大加快了挖掘速度，但最终还是会损坏，用更好的材料制成的锹耐久度更强同时挖得更快。
